PengajuanKey,DateKey_Daftar,DateKey_Granted,DateKey_Kadaluwarsa,JenisKIKey,StatusKey,JumlahPengajuan,BiayaPendaftaran,JumlahPaten,JumlahPatenSederhana,JumlahHakCipta
1958,20201015,,,6,4,1,1500000,0,0,0
1959,20220605,,,6,8,1,1500000,0,0,0
1960,20221231,,,1,2,1,1000000,1,0,0
1961,20210110,,,2,6,1,500000,0,1,0
1962,20210615,,,1,3,1,1000000,1,0,0
1963,20210422,,,1,3,1,2000000,1,0,0
1964,20230206,,,3,3,1,1500000,0,0,1
1965,20241020,,,3,8,1,500000,0,0,1
1966,20241108,,,5,1,1,2000000,0,0,0
1967,20210613,,,3,3,1,1000000,0,0,1
1968,20250428,20260211.0,,1,5,1,500000,1,0,0
1969,20241210,,,3,1,1,500000,0,0,1
1970,20230825,,,1,1,1,500000,1,0,0
1971,20200205,20201101.0,,1,5,1,1000000,1,0,0
1972,20250603,,,6,8,1,1500000,0,0,0
1973,20250512,,,1,6,1,1500000,1,0,0
1974,20250916,,,4,4,1,1000000,0,0,0
1975,20240521,,,3,8,1,1500000,0,0,1
1976,20241123,,,1,3,1,500000,1,0,0
1977,20250902,20260622.0,,6,5,1,2000000,0,0,0
1978,20250604,20270509.0,,2,5,1,500000,0,1,0
1979,20201211,,,1,4,1,1500000,1,0,0
1980,20211109,,,6,3,1,2000000,0,0,0
1981,20230427,,,2,6,1,2000000,0,1,0
1982,20200107,,,1,8,1,1500000,1,0,0
1983,20200111,,,2,6,1,500000,0,1,0
1984,20250527,20270403.0,,5,5,1,500000,0,0,0
1985,20250106,,,2,8,1,1000000,0,1,0
1986,20220414,,,4,6,1,2000000,0,0,0
1987,20210402,,,3,1,1,500000,0,0,1
1988,20211024,,,4,8,1,1000000,0,0,0
1989,20240223,,,5,8,1,500000,0,0,0
1990,20230720,,,5,3,1,1500000,0,0,0
1991,20200902,20220731.0,,1,5,1,500000,1,0,0
1992,20200813,20220609.0,,5,5,1,1500000,0,0,0
1993,20200626,,,3,3,1,1500000,0,0,1
1994,20220513,,,2,4,1,2000000,0,1,0
1995,20230929,,,5,2,1,1000000,0,0,0
1996,20200720,,,6,1,1,500000,0,0,0
1997,20240516,,,4,4,1,1500000,0,0,0
1998,20240629,,,6,2,1,2000000,0,0,0
1999,20240730,,,3,3,1,1000000,0,0,1
2000,20201031,,,2,2,1,1500000,0,1,0
2001,20200728,,,3,8,1,1000000,0,0,1
2002,20210419,,,5,2,1,1500000,0,0,0
2003,20220710,,,4,7,1,2000000,0,0,0
2004,20250617,,,6,4,1,2000000,0,0,0
2005,20250317,,,3,6,1,1500000,0,0,1
2006,20250305,,,3,2,1,1000000,0,0,1
2007,20210420,,,4,8,1,500000,0,0,0
2008,20250629,,,3,2,1,500000,0,0,1
2009,20200529,20220117.0,,4,5,1,1500000,0,0,0
2010,20220829,20240514.0,,4,5,1,2000000,0,0,0
2011,20211103,,,4,2,1,1000000,0,0,0
2012,20200218,,,6,2,1,1000000,0,0,0
2013,20210423,,,6,6,1,1000000,0,0,0
2014,20230715,,,3,4,1,500000,0,0,1
2015,20250220,,,2,4,1,2000000,0,1,0
2016,20250203,20251111.0,,2,5,1,500000,0,1,0
2017,20201031,,,4,6,1,500000,0,0,0
2018,20231121,,,4,8,1,2000000,0,0,0
2019,20240621,,,3,2,1,2000000,0,0,1
2020,20240925,,,5,4,1,1000000,0,0,0
2021,20250714,,,2,6,1,500000,0,1,0
2022,20241215,,,6,8,1,1500000,0,0,0
2023,20210427,,,3,3,1,1500000,0,0,1
2024,20211118,,,4,4,1,2000000,0,0,0
2025,20200806,20220308.0,,3,5,1,1500000,0,0,1
2026,20240130,,,4,6,1,500000,0,0,0
2027,20250323,20261123.0,,4,5,1,1500000,0,0,0
2028,20201211,,,6,2,1,500000,0,0,0
2029,20210722,,,6,7,1,500000,0,0,0
2030,20201019,,,1,4,1,2000000,1,0,0
2031,20240814,,,3,2,1,1500000,0,0,1
2032,20250828,,,6,8,1,1000000,0,0,0
2033,20200817,,,2,7,1,2000000,0,1,0
2034,20230101,,,2,7,1,500000,0,1,0
2035,20220511,,,2,7,1,500000,0,1,0
2036,20211107,,,5,8,1,1500000,0,0,0
2037,20210127,,,3,4,1,1500000,0,0,1
2038,20210415,,,4,2,1,500000,0,0,0
2039,20210826,,,3,6,1,1500000,0,0,1
2040,20210318,,,3,6,1,2000000,0,0,1
2041,20220403,,,2,8,1,500000,0,1,0
2042,20210329,,,3,7,1,500000,0,0,1
2043,20200619,,,4,2,1,1500000,0,0,0
2044,20250223,,,2,7,1,1500000,0,1,0
2045,20250703,,,4,1,1,1000000,0,0,0
2046,20211215,,,2,7,1,1000000,0,1,0
2047,20250225,,,4,4,1,1500000,0,0,0
2048,20231112,,,2,7,1,500000,0,1,0
2049,20231207,,,4,1,1,500000,0,0,0
2050,20230321,,,6,7,1,500000,0,0,0
2051,20201216,,,4,1,1,1500000,0,0,0
2052,20200323,,,3,6,1,1500000,0,0,1
2053,20240122,,,5,7,1,1500000,0,0,0
2054,20200711,,,5,6,1,500000,0,0,0
2055,20250920,,,6,6,1,500000,0,0,0
2056,20230614,,,2,2,1,2000000,0,1,0
2057,20250925,,,6,3,1,1500000,0,0,0
2058,20201223,,,6,6,1,1500000,0,0,0
2059,20200129,,,4,4,1,1000000,0,0,0
2060,20211126,,,2,3,1,2000000,0,1,0
2061,20240310,,,3,3,1,2000000,0,0,1
2062,20240623,,,6,7,1,1500000,0,0,0
2063,20210716,20220118.0,,5,5,1,500000,0,0,0
2064,20250628,,,5,6,1,1500000,0,0,0
2065,20250125,,,6,6,1,500000,0,0,0
2066,20200104,,,5,3,1,1000000,0,0,0
2067,20210530,,,3,7,1,1500000,0,0,1
2068,20201220,,,6,8,1,1500000,0,0,0
2069,20200114,,,4,1,1,500000,0,0,0
2070,20240512,,,3,7,1,1000000,0,0,1
2071,20220209,,,2,7,1,500000,0,1,0
2072,20240608,20250912.0,,6,5,1,500000,0,0,0
2073,20210621,,,1,7,1,500000,1,0,0
2074,20220602,,,6,8,1,1000000,0,0,0
2075,20210413,,,5,7,1,2000000,0,0,0
2076,20211002,,,6,4,1,1000000,0,0,0
2077,20230730,,,4,4,1,1500000,0,0,0
2078,20250413,20260520.0,,2,5,1,1000000,0,1,0
2079,20211213,20230701.0,,3,5,1,1500000,0,0,1
2080,20210210,,,1,2,1,500000,1,0,0
2081,20200618,,,4,3,1,1500000,0,0,0
2082,20200420,,,2,3,1,1500000,0,1,0
2083,20240423,,,4,7,1,500000,0,0,0
2084,20240305,,,4,1,1,1000000,0,0,0
2085,20231103,,,5,2,1,1500000,0,0,0
2086,20220122,20221219.0,,4,5,1,2000000,0,0,0
2087,20250318,,,4,8,1,2000000,0,0,0
2088,20250510,,,3,3,1,500000,0,0,1
2089,20220310,,,3,6,1,1000000,0,0,1
2090,20221130,,,1,3,1,2000000,1,0,0
2091,20251029,,,2,1,1,1000000,0,1,0
2092,20251009,,,6,3,1,1000000,0,0,0
2093,20220703,,,3,1,1,1000000,0,0,1
2094,20220527,,,6,2,1,1500000,0,0,0
2095,20220204,,,4,8,1,1500000,0,0,0
2096,20240112,,,6,8,1,2000000,0,0,0
2097,20210509,,,1,2,1,1500000,1,0,0
2098,20220620,,,5,2,1,1500000,0,0,0
2099,20230614,,,6,3,1,2000000,0,0,0
2100,20220721,,,2,3,1,1000000,0,1,0
2101,20200109,,,6,3,1,1000000,0,0,0
2102,20211011,,,2,1,1,1000000,0,1,0
2103,20210612,,,5,8,1,1500000,0,0,0
2104,20201112,,,5,6,1,1000000,0,0,0
2105,20231128,,,4,2,1,1500000,0,0,0
2106,20220728,,,5,7,1,500000,0,0,0
2107,20240604,20250709.0,,1,5,1,1500000,1,0,0
2108,20240527,,,4,7,1,1000000,0,0,0
2109,20231129,,,5,2,1,2000000,0,0,0
2110,20250103,20260707.0,,2,5,1,2000000,0,1,0
2111,20240822,,,5,2,1,500000,0,0,0
2112,20250917,,,1,8,1,1000000,1,0,0
2113,20210529,,,6,2,1,1000000,0,0,0
2114,20201014,20220524.0,,3,5,1,500000,0,0,1
2115,20250711,,,2,1,1,1500000,0,1,0
2116,20220215,,,2,8,1,2000000,0,1,0
2117,20230726,,,5,1,1,2000000,0,0,0
2118,20210725,,,2,7,1,2000000,0,1,0
2119,20230717,,,5,2,1,2000000,0,0,0
2120,20240901,,,1,6,1,2000000,1,0,0
2121,20211205,,,3,6,1,2000000,0,0,1
2122,20221119,,,1,2,1,2000000,1,0,0
2123,20220518,20240418.0,,6,5,1,500000,0,0,0
2124,20210216,,,1,6,1,2000000,1,0,0
2125,20220512,20221128.0,,4,5,1,1500000,0,0,0
2126,20220816,,,3,3,1,2000000,0,0,1
2127,20201014,,,5,8,1,500000,0,0,0
2128,20231111,,,3,1,1,1000000,0,0,1
2129,20250804,20261220.0,,5,5,1,2000000,0,0,0
2130,20230317,,,3,8,1,1500000,0,0,1
2131,20240707,,,6,2,1,2000000,0,0,0
2132,20211019,,,1,7,1,500000,1,0,0
2133,20250822,,,5,3,1,2000000,0,0,0
2134,20240518,,,5,8,1,1500000,0,0,0
2135,20241209,,,1,3,1,1000000,1,0,0
2136,20231117,20250417.0,,4,5,1,1500000,0,0,0
2137,20221107,,,2,7,1,1000000,0,1,0
2138,20210123,,,3,6,1,500000,0,0,1
2139,20241002,,,6,4,1,500000,0,0,0
2140,20250909,,,3,6,1,2000000,0,0,1
2141,20230705,,,6,1,1,500000,0,0,0
2142,20240523,,,4,4,1,1000000,0,0,0
2143,20210216,,,1,7,1,500000,1,0,0
2144,20250503,,,1,4,1,500000,1,0,0
2145,20200909,,,2,4,1,500000,0,1,0
2146,20220709,,,2,3,1,500000,0,1,0
2147,20240730,,,4,8,1,500000,0,0,0
2148,20210331,20211101.0,,6,5,1,1000000,0,0,0
2149,20211214,,,3,3,1,1500000,0,0,1
2150,20211231,,,1,7,1,1000000,1,0,0
2151,20220125,,,4,4,1,500000,0,0,0
2152,20230104,20240516.0,,6,5,1,1500000,0,0,0
2153,20240920,,,1,3,1,2000000,1,0,0
2154,20210212,,,1,7,1,2000000,1,0,0
2155,20240508,,,6,6,1,1000000,0,0,0
2156,20230105,,,6,3,1,500000,0,0,0
2157,20230302,,,1,7,1,2000000,1,0,0
2158,20201122,,,4,2,1,1000000,0,0,0
2159,20210814,,,5,4,1,500000,0,0,0
2160,20250307,20251216.0,,2,5,1,1000000,0,1,0
2161,20250913,,,3,7,1,1500000,0,0,1
2162,20210424,20230222.0,,2,5,1,2000000,0,1,0
2163,20241017,,,3,6,1,2000000,0,0,1
2164,20210326,20211105.0,,1,5,1,1500000,1,0,0
2165,20240208,,,6,3,1,500000,0,0,0
2166,20220605,,,2,1,1,500000,0,1,0
2167,20220926,,,3,6,1,1000000,0,0,1
2168,20231024,,,3,1,1,1500000,0,0,1
2169,20241126,20261108.0,,5,5,1,500000,0,0,0
2170,20200622,,,3,6,1,2000000,0,0,1
2171,20231209,,,1,8,1,500000,1,0,0
2172,20240710,,,3,1,1,500000,0,0,1
2173,20230127,,,5,4,1,1500000,0,0,0
2174,20210606,,,6,8,1,1000000,0,0,0
2175,20240421,,,1,6,1,2000000,1,0,0
2176,20210905,,,3,2,1,1500000,0,0,1
2177,20200103,,,2,4,1,500000,0,1,0
2178,20200323,,,6,3,1,1500000,0,0,0
2179,20230618,,,1,3,1,500000,1,0,0
2180,20240218,,,3,1,1,1000000,0,0,1
2181,20240712,,,6,6,1,1500000,0,0,0
2182,20250311,,,3,4,1,1500000,0,0,1
2183,20250815,20261112.0,,1,5,1,1000000,1,0,0
2184,20210719,,,5,6,1,2000000,0,0,0
2185,20221205,20231118.0,,5,5,1,2000000,0,0,0
2186,20200928,20220709.0,,1,5,1,1000000,1,0,0
2187,20220121,20230621.0,,1,5,1,500000,1,0,0
2188,20240119,,,1,2,1,500000,1,0,0
2189,20210226,,,1,6,1,1000000,1,0,0
2190,20221108,20241002.0,,4,5,1,1000000,0,0,0
2191,20220115,,,4,3,1,1000000,0,0,0
2192,20200917,,,6,8,1,1500000,0,0,0
2193,20250409,,,2,1,1,500000,0,1,0
2194,20240315,,,5,8,1,1000000,0,0,0
2195,20210222,,,1,7,1,2000000,1,0,0
2196,20210517,,,3,1,1,1500000,0,0,1
2197,20200801,,,5,8,1,1000000,0,0,0
2198,20240723,20260224.0,,4,5,1,500000,0,0,0
2199,20220518,,,1,4,1,1000000,1,0,0
2200,20241011,,,2,1,1,1000000,0,1,0
2201,20201002,,,1,1,1,2000000,1,0,0
2202,20220311,,,2,4,1,2000000,0,1,0
2203,20240515,,,1,8,1,1500000,1,0,0
2204,20231116,,,3,1,1,1500000,0,0,1
2205,20241123,,,5,2,1,2000000,0,0,0
2206,20210704,,,1,3,1,1500000,1,0,0
2207,20230505,,,1,3,1,500000,1,0,0
2208,20210530,,,2,7,1,2000000,0,1,0
2209,20230405,,,3,1,1,2000000,0,0,1
2210,20210302,,,5,6,1,500000,0,0,0
2211,20221212,,,6,1,1,500000,0,0,0
2212,20251106,,,2,1,1,500000,0,1,0
2213,20220211,,,2,8,1,500000,0,1,0
2214,20211209,,,2,7,1,1500000,0,1,0
2215,20210426,,,6,1,1,1000000,0,0,0
2216,20220121,20230613.0,,5,5,1,500000,0,0,0
2217,20250206,,,5,7,1,1000000,0,0,0
2218,20250922,20270205.0,,5,5,1,2000000,0,0,0
2219,20210626,,,4,3,1,1000000,0,0,0
2220,20221121,,,6,3,1,500000,0,0,0
2221,20220818,,,1,1,1,1500000,1,0,0
2222,20200228,,,2,3,1,2000000,0,1,0
2223,20220126,,,3,7,1,1500000,0,0,1
2224,20241015,,,3,2,1,1000000,0,0,1
2225,20240724,,,3,6,1,1000000,0,0,1
2226,20251008,,,4,6,1,2000000,0,0,0
2227,20211202,,,3,1,1,500000,0,0,1
2228,20230217,,,5,8,1,2000000,0,0,0
2229,20210311,,,3,1,1,2000000,0,0,1
2230,20230516,20250222.0,,2,5,1,2000000,0,1,0
2231,20240217,,,6,8,1,2000000,0,0,0
2232,20210918,,,5,1,1,500000,0,0,0
2233,20221130,,,1,4,1,1000000,1,0,0
2234,20200816,,,4,6,1,1500000,0,0,0
2235,20210628,,,6,1,1,1000000,0,0,0
2236,20221004,,,1,2,1,2000000,1,0,0
2237,20200410,,,3,7,1,500000,0,0,1
2238,20210726,20220809.0,,4,5,1,1500000,0,0,0
2239,20220523,,,2,4,1,1000000,0,1,0
2240,20220512,20230205.0,,4,5,1,1000000,0,0,0
2241,20240309,,,1,1,1,1000000,1,0,0
2242,20210619,,,3,1,1,500000,0,0,1
2243,20220403,,,4,4,1,1500000,0,0,0
2244,20230711,,,3,7,1,2000000,0,0,1
2245,20200918,,,3,4,1,500000,0,0,1
2246,20200610,,,6,8,1,2000000,0,0,0
2247,20251010,20270424.0,,2,5,1,2000000,0,1,0
2248,20210614,,,3,4,1,500000,0,0,1
2249,20230330,,,2,6,1,1000000,0,1,0
2250,20231231,,,1,4,1,2000000,1,0,0
2251,20240622,,,3,1,1,2000000,0,0,1
2252,20220127,,,5,2,1,1500000,0,0,0
2253,20200628,,,2,3,1,1500000,0,1,0
2254,20220309,,,6,3,1,1500000,0,0,0
2255,20241207,,,1,6,1,2000000,1,0,0
2256,20220408,20231019.0,,5,5,1,500000,0,0,0
2257,20250316,,,1,6,1,1500000,1,0,0
2258,20200803,,,4,1,1,1500000,0,0,0
2259,20241228,20260122.0,,5,5,1,500000,0,0,0
2260,20210827,,,6,1,1,2000000,0,0,0
2261,20200411,,,2,8,1,1500000,0,1,0
2262,20200118,,,4,3,1,2000000,0,0,0
2263,20240327,,,3,7,1,1000000,0,0,1
2264,20230129,,,6,2,1,500000,0,0,0
2265,20210722,,,3,1,1,500000,0,0,1
2266,20230705,,,2,1,1,1000000,0,1,0
2267,20250124,20260329.0,,2,5,1,500000,0,1,0
2268,20220106,,,2,3,1,2000000,0,1,0
2269,20250317,20261108.0,,5,5,1,2000000,0,0,0
2270,20210420,20220901.0,,1,5,1,500000,1,0,0
2271,20200527,20210304.0,,3,5,1,1000000,0,0,1
2272,20251003,,,5,3,1,1000000,0,0,0
2273,20250317,,,3,2,1,500000,0,0,1
2274,20241013,,,5,2,1,2000000,0,0,0
2275,20201118,,,2,6,1,1500000,0,1,0
2276,20251004,,,5,1,1,1000000,0,0,0
2277,20211116,,,2,1,1,1000000,0,1,0
2278,20220723,,,5,4,1,1000000,0,0,0
2279,20250214,,,6,1,1,500000,0,0,0
2280,20200513,,,6,2,1,500000,0,0,0
2281,20220323,20231004.0,,1,5,1,1000000,1,0,0
2282,20210111,,,3,8,1,2000000,0,0,1
2283,20220504,,,1,2,1,500000,1,0,0
2284,20230302,,,5,4,1,1000000,0,0,0
2285,20240718,,,3,3,1,1000000,0,0,1
2286,20200513,,,4,6,1,1500000,0,0,0
2287,20200418,,,4,3,1,500000,0,0,0
2288,20241021,,,2,3,1,2000000,0,1,0
2289,20200518,,,1,2,1,1500000,1,0,0
2290,20221222,,,2,4,1,500000,0,1,0
2291,20231025,,,5,6,1,1000000,0,0,0
2292,20220218,,,2,4,1,1500000,0,1,0
2293,20220630,,,5,7,1,1000000,0,0,0
2294,20230316,,,5,4,1,1000000,0,0,0
2295,20240420,,,1,2,1,2000000,1,0,0
2296,20201020,,,1,1,1,1500000,1,0,0
2297,20240613,,,1,8,1,2000000,1,0,0
2298,20241104,,,3,6,1,1000000,0,0,1
2299,20220501,,,5,4,1,500000,0,0,0
2300,20230520,,,5,4,1,2000000,0,0,0
2301,20250429,,,2,3,1,500000,0,1,0
2302,20241108,,,1,8,1,1500000,1,0,0
2303,20251026,,,2,6,1,1500000,0,1,0
2304,20220821,,,6,8,1,2000000,0,0,0
2305,20230326,,,3,4,1,1500000,0,0,1
2306,20220331,20231212.0,,2,5,1,1000000,0,1,0
2307,20241219,,,5,3,1,500000,0,0,0
2308,20240311,,,4,1,1,1000000,0,0,0
2309,20241204,,,2,8,1,1500000,0,1,0
2310,20231104,,,6,1,1,2000000,0,0,0
2311,20220214,,,2,6,1,1000000,0,1,0
2312,20211023,,,4,4,1,500000,0,0,0
2313,20250412,,,5,1,1,2000000,0,0,0
2314,20220930,,,4,1,1,1500000,0,0,0
2315,20210806,,,2,1,1,500000,0,1,0
2316,20211109,,,4,8,1,2000000,0,0,0
2317,20220514,,,1,2,1,1000000,1,0,0
2318,20210521,20221023.0,,6,5,1,500000,0,0,0
2319,20230320,,,3,3,1,500000,0,0,1
2320,20240717,,,5,3,1,1500000,0,0,0
2321,20200815,,,6,7,1,1500000,0,0,0
2322,20220612,,,1,2,1,1000000,1,0,0
2323,20250429,,,1,6,1,2000000,1,0,0
2324,20220504,,,2,6,1,1500000,0,1,0
2325,20230416,,,1,7,1,1000000,1,0,0
2326,20240523,,,3,1,1,1000000,0,0,1
2327,20221119,20231031.0,,3,5,1,1500000,0,0,1
2328,20250110,,,4,3,1,2000000,0,0,0
2329,20250625,,,2,3,1,1000000,0,1,0
2330,20230720,,,2,3,1,500000,0,1,0
2331,20201005,,,5,4,1,1500000,0,0,0
2332,20241118,,,3,7,1,2000000,0,0,1
2333,20240401,20250316.0,,5,5,1,500000,0,0,0
2334,20200310,20211026.0,,2,5,1,1000000,0,1,0
2335,20230312,,,1,3,1,1000000,1,0,0
2336,20221213,,,1,2,1,1000000,1,0,0
2337,20250622,,,5,6,1,500000,0,0,0
2338,20200108,,,1,4,1,2000000,1,0,0
2339,20201224,,,1,6,1,500000,1,0,0
2340,20210718,,,2,8,1,2000000,0,1,0
2341,20201210,,,5,1,1,1000000,0,0,0
2342,20241129,,,3,8,1,1500000,0,0,1
2343,20210521,,,3,1,1,500000,0,0,1
2344,20220729,,,1,1,1,1500000,1,0,0
2345,20230703,,,3,1,1,2000000,0,0,1
2346,20210928,,,5,8,1,500000,0,0,0
2347,20210801,,,3,4,1,500000,0,0,1
2348,20211117,,,4,4,1,1500000,0,0,0
2349,20220902,20240823.0,,4,5,1,2000000,0,0,0
2350,20220429,,,2,6,1,2000000,0,1,0
2351,20230504,,,4,3,1,2000000,0,0,0
2352,20200426,,,4,1,1,1000000,0,0,0
2353,20220309,,,6,2,1,2000000,0,0,0
2354,20240720,,,2,3,1,1500000,0,1,0
2355,20230721,20241213.0,,1,5,1,1500000,1,0,0
2356,20240529,,,3,2,1,1500000,0,0,1
2357,20240705,,,5,8,1,500000,0,0,0
2358,20230404,,,4,8,1,500000,0,0,0
2359,20220628,,,2,3,1,500000,0,1,0
2360,20211224,,,2,4,1,1000000,0,1,0
2361,20241107,,,6,3,1,500000,0,0,0
2362,20230221,,,2,1,1,1000000,0,1,0
2363,20241111,,,1,6,1,2000000,1,0,0
2364,20220510,,,3,3,1,2000000,0,0,1
2365,20240123,,,6,1,1,1500000,0,0,0
2366,20240125,,,4,1,1,1000000,0,0,0
2367,20210209,,,5,6,1,2000000,0,0,0
2368,20241203,,,6,1,1,1500000,0,0,0
2369,20200110,20211122.0,,1,5,1,1500000,1,0,0
2370,20230522,,,1,4,1,1000000,1,0,0
2371,20210906,,,5,7,1,2000000,0,0,0
2372,20240128,,,5,8,1,2000000,0,0,0
2373,20240821,,,4,2,1,1000000,0,0,0
2374,20230222,,,3,2,1,500000,0,0,1
2375,20250526,,,1,8,1,1500000,1,0,0
2376,20210626,,,5,4,1,1000000,0,0,0
2377,20230926,,,1,8,1,500000,1,0,0
2378,20250113,,,2,2,1,1500000,0,1,0
2379,20200114,,,1,2,1,2000000,1,0,0
2380,20211110,20220709.0,,5,5,1,2000000,0,0,0
2381,20221122,,,2,6,1,500000,0,1,0
2382,20210708,,,2,7,1,2000000,0,1,0
2383,20250311,20251206.0,,6,5,1,500000,0,0,0
2384,20241027,,,3,2,1,500000,0,0,1
2385,20220812,,,4,8,1,1500000,0,0,0
2386,20250918,,,1,3,1,2000000,1,0,0
2387,20240412,20250424.0,,6,5,1,1500000,0,0,0
2388,20250529,,,4,8,1,1000000,0,0,0
2389,20200103,,,2,4,1,1500000,0,1,0
2390,20250927,,,6,6,1,1500000,0,0,0
2391,20220821,,,2,2,1,1000000,0,1,0
2392,20210803,,,3,8,1,1500000,0,0,1
2393,20230519,,,3,4,1,500000,0,0,1
2394,20250712,,,5,1,1,1500000,0,0,0
2395,20230630,,,3,2,1,1500000,0,0,1
2396,20210728,,,2,6,1,2000000,0,1,0
2397,20220921,,,6,6,1,500000,0,0,0
2398,20221219,20240308.0,,2,5,1,1500000,0,1,0
2399,20210227,,,5,3,1,1500000,0,0,0
2400,20241008,,,2,7,1,1000000,0,1,0
2401,20250514,,,1,2,1,2000000,1,0,0
2402,20240524,,,6,7,1,1000000,0,0,0
2403,20210726,,,1,4,1,2000000,1,0,0
2404,20230915,,,3,8,1,1500000,0,0,1
2405,20250221,,,6,1,1,2000000,0,0,0
2406,20250212,,,4,1,1,500000,0,0,0
2407,20230831,,,6,2,1,500000,0,0,0
2408,20220209,,,5,7,1,500000,0,0,0
2409,20221029,20230428.0,,1,5,1,1000000,1,0,0
2410,20231115,,,6,2,1,2000000,0,0,0
2411,20210504,,,1,2,1,1500000,1,0,0
2412,20220624,,,2,1,1,1000000,0,1,0
2413,20210823,,,5,2,1,2000000,0,0,0
2414,20250905,,,1,8,1,1500000,1,0,0
2415,20200708,,,4,1,1,500000,0,0,0
2416,20251026,,,5,7,1,2000000,0,0,0
2417,20251112,,,3,6,1,1000000,0,0,1
2418,20240409,,,5,4,1,1500000,0,0,0
2419,20210725,,,1,4,1,2000000,1,0,0
2420,20241202,,,1,8,1,2000000,1,0,0
2421,20201128,20220428.0,,5,5,1,1500000,0,0,0
2422,20201205,20220306.0,,2,5,1,500000,0,1,0
2423,20210227,,,4,4,1,1000000,0,0,0
2424,20250806,20270724.0,,1,5,1,1500000,1,0,0
2425,20220209,,,2,3,1,1000000,0,1,0
2426,20240414,,,1,4,1,2000000,1,0,0
2427,20210213,,,5,1,1,500000,0,0,0
2428,20211223,,,1,6,1,2000000,1,0,0
2429,20240711,,,5,4,1,1500000,0,0,0
2430,20230821,,,6,4,1,1000000,0,0,0
2431,20241118,,,1,4,1,500000,1,0,0
2432,20240517,,,6,4,1,1000000,0,0,0
2433,20200113,,,5,8,1,1000000,0,0,0
2434,20210221,,,6,7,1,500000,0,0,0
2435,20200722,,,6,1,1,1000000,0,0,0
2436,20230210,,,2,3,1,500000,0,1,0
2437,20240530,,,2,7,1,1000000,0,1,0
2438,20230315,,,4,7,1,1500000,0,0,0
2439,20210507,,,5,1,1,1500000,0,0,0
2440,20211115,,,5,7,1,500000,0,0,0
2441,20220706,,,5,2,1,1000000,0,0,0
2442,20220525,,,4,1,1,500000,0,0,0
2443,20200902,20220406.0,,3,5,1,1500000,0,0,1
2444,20200223,,,3,7,1,500000,0,0,1
2445,20201017,,,1,3,1,2000000,1,0,0
2446,20220326,,,5,2,1,500000,0,0,0
2447,20200825,,,3,1,1,1000000,0,0,1
2448,20250828,,,2,7,1,500000,0,1,0
2449,20220221,,,6,6,1,2000000,0,0,0
2450,20230908,,,1,6,1,500000,1,0,0
2451,20201017,,,2,7,1,1500000,0,1,0
2452,20241226,20260928.0,,6,5,1,2000000,0,0,0
2453,20221107,,,5,4,1,1500000,0,0,0
2454,20200329,20210810.0,,2,5,1,2000000,0,1,0
2455,20250918,,,5,8,1,1000000,0,0,0
2456,20250919,,,5,1,1,500000,0,0,0
2457,20200912,,,6,8,1,2000000,0,0,0
2458,20230525,20241001.0,,5,5,1,1000000,0,0,0
2459,20241225,,,6,8,1,1000000,0,0,0
2460,20211211,,,2,6,1,2000000,0,1,0
2461,20211004,,,1,8,1,2000000,1,0,0
2462,20241202,,,6,1,1,1000000,0,0,0
2463,20201113,,,2,4,1,500000,0,1,0
2464,20210314,,,3,3,1,1000000,0,0,1
2465,20201105,,,3,8,1,500000,0,0,1
2466,20251026,,,6,6,1,500000,0,0,0
2467,20200221,,,3,1,1,1000000,0,0,1
2468,20230731,20240203.0,,5,5,1,500000,0,0,0
2469,20220316,20230323.0,,5,5,1,500000,0,0,0
2470,20200801,,,6,4,1,500000,0,0,0
2471,20220801,,,5,3,1,1000000,0,0,0
2472,20230105,,,6,3,1,500000,0,0,0
2473,20240527,,,3,8,1,2000000,0,0,1
2474,20240824,,,2,8,1,1500000,0,1,0
2475,20221227,,,3,3,1,1500000,0,0,1
2476,20230626,,,2,1,1,2000000,0,1,0
2477,20240626,,,5,1,1,500000,0,0,0
2478,20250707,,,5,3,1,1000000,0,0,0
2479,20250406,,,4,8,1,500000,0,0,0
2480,20221127,20240201.0,,6,5,1,2000000,0,0,0
2481,20200721,,,3,2,1,2000000,0,0,1
2482,20220904,,,2,8,1,1000000,0,1,0
2483,20220323,,,6,4,1,1000000,0,0,0
2484,20240923,,,5,2,1,1000000,0,0,0
2485,20230429,,,2,3,1,500000,0,1,0
2486,20250423,,,6,6,1,500000,0,0,0
2487,20241215,,,3,1,1,1500000,0,0,1
2488,20221130,,,1,2,1,1500000,1,0,0
2489,20200217,,,6,1,1,500000,0,0,0
2490,20240417,,,3,1,1,2000000,0,0,1
2491,20241223,,,6,4,1,500000,0,0,0
2492,20231210,,,3,8,1,2000000,0,0,1
2493,20220910,,,3,4,1,1000000,0,0,1
2494,20220622,,,2,3,1,500000,0,1,0
2495,20201124,,,3,6,1,2000000,0,0,1
2496,20241230,,,2,3,1,2000000,0,1,0
2497,20250611,,,5,8,1,2000000,0,0,0
2498,20200112,,,1,8,1,1500000,1,0,0
2499,20250801,,,3,8,1,1000000,0,0,1
2500,20210217,,,6,3,1,1500000,0,0,0
2501,20251118,,,5,6,1,1500000,0,0,0
2502,20221126,,,4,7,1,1500000,0,0,0
2503,20240508,,,1,7,1,500000,1,0,0
2504,20250827,,,1,4,1,1000000,1,0,0
