PengajuanKey,InventorKey,Peran_Inventor
1370,80,Ketua Inventor
1370,71,Anggota Inventor
1371,78,Ketua Inventor
1372,98,Ketua Inventor
1372,38,Anggota Inventor
1373,34,Ketua Inventor
1374,39,Ketua Inventor
1375,98,Ketua Inventor
1376,79,Ketua Inventor
1377,42,Ketua Inventor
1378,38,Ketua Inventor
1379,10,Ketua Inventor
1379,20,Anggota Inventor
1380,23,Ketua Inventor
1381,14,Ketua Inventor
1382,1,Ketua Inventor
1383,7,Ketua Inventor
1384,23,Ketua Inventor
1385,49,Ketua Inventor
1386,2,Ketua Inventor
1387,57,Ketua Inventor
1388,28,Ketua Inventor
1389,17,Ketua Inventor
1390,85,Ketua Inventor
1390,67,Anggota Inventor
1391,21,Ketua Inventor
1391,2,Anggota Inventor
1392,38,Ketua Inventor
1393,20,Ketua Inventor
1394,38,Ketua Inventor
1394,62,Anggota Inventor
1395,61,Ketua Inventor
1396,61,Ketua Inventor
1396,75,Anggota Inventor
1397,85,Ketua Inventor
1398,4,Ketua Inventor
1398,99,Anggota Inventor
1399,51,Ketua Inventor
1400,55,Ketua Inventor
1400,66,Anggota Inventor
1401,23,Ketua Inventor
1401,60,Anggota Inventor
1402,3,Ketua Inventor
1403,39,Ketua Inventor
1403,45,Anggota Inventor
1404,55,Ketua Inventor
1405,90,Ketua Inventor
1405,41,Anggota Inventor
1405,27,Anggota Inventor
1406,11,Ketua Inventor
1406,38,Anggota Inventor
1407,29,Ketua Inventor
1407,44,Anggota Inventor
1408,31,Ketua Inventor
1408,81,Anggota Inventor
1409,61,Ketua Inventor
1410,57,Ketua Inventor
1411,60,Ketua Inventor
1411,55,Anggota Inventor
1412,79,Ketua Inventor
1413,69,Ketua Inventor
1414,86,Ketua Inventor
1415,40,Ketua Inventor
1415,75,Anggota Inventor
1416,93,Ketua Inventor
1416,69,Anggota Inventor
1417,9,Ketua Inventor
1418,68,Ketua Inventor
1418,63,Anggota Inventor
1419,18,Ketua Inventor
1420,62,Ketua Inventor
1421,70,Ketua Inventor
1422,98,Ketua Inventor
1423,51,Ketua Inventor
1424,26,Ketua Inventor
1425,53,Ketua Inventor
1426,25,Ketua Inventor
1427,51,Ketua Inventor
1428,100,Ketua Inventor
1429,42,Ketua Inventor
1430,89,Ketua Inventor
1430,8,Anggota Inventor
1430,72,Anggota Inventor
1431,73,Ketua Inventor
1432,37,Ketua Inventor
1433,23,Ketua Inventor
1434,42,Ketua Inventor
1434,66,Anggota Inventor
1435,57,Ketua Inventor
1436,41,Ketua Inventor
1436,84,Anggota Inventor
1437,65,Ketua Inventor
1438,39,Ketua Inventor
1438,45,Anggota Inventor
1438,13,Anggota Inventor
1439,27,Ketua Inventor
1439,20,Anggota Inventor
1439,21,Anggota Inventor
1440,93,Ketua Inventor
1440,10,Anggota Inventor
1441,89,Ketua Inventor
1442,62,Ketua Inventor
1442,66,Anggota Inventor
1442,78,Anggota Inventor
1443,47,Ketua Inventor
1443,15,Anggota Inventor
1444,31,Ketua Inventor
1444,96,Anggota Inventor
1445,23,Ketua Inventor
1446,84,Ketua Inventor
1446,52,Anggota Inventor
1446,43,Anggota Inventor
1447,69,Ketua Inventor
1448,33,Ketua Inventor
1448,42,Anggota Inventor
1449,95,Ketua Inventor
1449,13,Anggota Inventor
1450,60,Ketua Inventor
1450,96,Anggota Inventor
1451,66,Ketua Inventor
1452,55,Ketua Inventor
1453,68,Ketua Inventor
1454,70,Ketua Inventor
1454,12,Anggota Inventor
1454,18,Anggota Inventor
1455,76,Ketua Inventor
1456,82,Ketua Inventor
1457,96,Ketua Inventor
1458,3,Ketua Inventor
1458,60,Anggota Inventor
1458,61,Anggota Inventor
1459,45,Ketua Inventor
1460,67,Ketua Inventor
1461,17,Ketua Inventor
1461,8,Anggota Inventor
1462,99,Ketua Inventor
1463,32,Ketua Inventor
1464,91,Ketua Inventor
1464,65,Anggota Inventor
1464,64,Anggota Inventor
1465,87,Ketua Inventor
1465,4,Anggota Inventor
1466,7,Ketua Inventor
1467,31,Ketua Inventor
1467,46,Anggota Inventor
1467,56,Anggota Inventor
1468,44,Ketua Inventor
1469,5,Ketua Inventor
1470,7,Ketua Inventor
1470,86,Anggota Inventor
1471,91,Ketua Inventor
1472,87,Ketua Inventor
1473,5,Ketua Inventor
1474,3,Ketua Inventor
1475,100,Ketua Inventor
1476,16,Ketua Inventor
1477,94,Ketua Inventor
1477,98,Anggota Inventor
1478,17,Ketua Inventor
1478,62,Anggota Inventor
1478,15,Anggota Inventor
1479,32,Ketua Inventor
1480,35,Ketua Inventor
1481,60,Ketua Inventor
1482,82,Ketua Inventor
1482,72,Anggota Inventor
1483,47,Ketua Inventor
1484,71,Ketua Inventor
1485,46,Ketua Inventor
1485,58,Anggota Inventor
1486,92,Ketua Inventor
1486,27,Anggota Inventor
1486,51,Anggota Inventor
1487,19,Ketua Inventor
1488,45,Ketua Inventor
1489,8,Ketua Inventor
1489,66,Anggota Inventor
1490,32,Ketua Inventor
1491,74,Ketua Inventor
1492,7,Ketua Inventor
1493,79,Ketua Inventor
1493,42,Anggota Inventor
1494,27,Ketua Inventor
1494,94,Anggota Inventor
1495,5,Ketua Inventor
1496,87,Ketua Inventor
1496,32,Anggota Inventor
1497,93,Ketua Inventor
1498,74,Ketua Inventor
1499,92,Ketua Inventor
1499,2,Anggota Inventor
1499,27,Anggota Inventor
1500,78,Ketua Inventor
1501,34,Ketua Inventor
1502,59,Ketua Inventor
1503,38,Ketua Inventor
1504,81,Ketua Inventor
1505,1,Ketua Inventor
1506,82,Ketua Inventor
1506,91,Anggota Inventor
1507,79,Ketua Inventor
1507,8,Anggota Inventor
1508,1,Ketua Inventor
1508,23,Anggota Inventor
1509,36,Ketua Inventor
1510,62,Ketua Inventor
1511,43,Ketua Inventor
1512,3,Ketua Inventor
1512,13,Anggota Inventor
1513,17,Ketua Inventor
1514,35,Ketua Inventor
1514,16,Anggota Inventor
1515,5,Ketua Inventor
1515,9,Anggota Inventor
1515,73,Anggota Inventor
1516,42,Ketua Inventor
1516,87,Anggota Inventor
1516,79,Anggota Inventor
1517,61,Ketua Inventor
1517,93,Anggota Inventor
1517,90,Anggota Inventor
1518,52,Ketua Inventor
1519,25,Ketua Inventor
1519,12,Anggota Inventor
1520,83,Ketua Inventor
1521,35,Ketua Inventor
1522,81,Ketua Inventor
1522,44,Anggota Inventor
1523,4,Ketua Inventor
1523,39,Anggota Inventor
1524,57,Ketua Inventor
1525,98,Ketua Inventor
1525,76,Anggota Inventor
1526,49,Ketua Inventor
1526,75,Anggota Inventor
1527,55,Ketua Inventor
1527,88,Anggota Inventor
1528,11,Ketua Inventor
1529,70,Ketua Inventor
1530,33,Ketua Inventor
1531,86,Ketua Inventor
1532,80,Ketua Inventor
1533,71,Ketua Inventor
1534,74,Ketua Inventor
1534,45,Anggota Inventor
1535,100,Ketua Inventor
1536,91,Ketua Inventor
1537,99,Ketua Inventor
1537,51,Anggota Inventor
1537,16,Anggota Inventor
1538,85,Ketua Inventor
1539,77,Ketua Inventor
1540,17,Ketua Inventor
1540,45,Anggota Inventor
1541,11,Ketua Inventor
1542,98,Ketua Inventor
1543,28,Ketua Inventor
1543,46,Anggota Inventor
1544,74,Ketua Inventor
1544,95,Anggota Inventor
1544,64,Anggota Inventor
1545,41,Ketua Inventor
1545,17,Anggota Inventor
1546,2,Ketua Inventor
1547,99,Ketua Inventor
1547,23,Anggota Inventor
1548,56,Ketua Inventor
1549,68,Ketua Inventor
1550,97,Ketua Inventor
1551,100,Ketua Inventor
1552,53,Ketua Inventor
1552,22,Anggota Inventor
1552,26,Anggota Inventor
1553,68,Ketua Inventor
1553,21,Anggota Inventor
1554,75,Ketua Inventor
1555,86,Ketua Inventor
1556,93,Ketua Inventor
1557,55,Ketua Inventor
1558,18,Ketua Inventor
1558,17,Anggota Inventor
1558,5,Anggota Inventor
1559,27,Ketua Inventor
1559,28,Anggota Inventor
1560,5,Ketua Inventor
1561,83,Ketua Inventor
1562,79,Ketua Inventor
1562,78,Anggota Inventor
1563,81,Ketua Inventor
1564,56,Ketua Inventor
1564,96,Anggota Inventor
1565,95,Ketua Inventor
1565,85,Anggota Inventor
1566,63,Ketua Inventor
1567,11,Ketua Inventor
1568,68,Ketua Inventor
1569,1,Ketua Inventor
1569,42,Anggota Inventor
1570,48,Ketua Inventor
1571,26,Ketua Inventor
1572,69,Ketua Inventor
1572,70,Anggota Inventor
1573,72,Ketua Inventor
1573,27,Anggota Inventor
1574,55,Ketua Inventor
1574,6,Anggota Inventor
1574,96,Anggota Inventor
1575,74,Ketua Inventor
1576,64,Ketua Inventor
1576,100,Anggota Inventor
1577,57,Ketua Inventor
1578,89,Ketua Inventor
1578,82,Anggota Inventor
1579,99,Ketua Inventor
1580,16,Ketua Inventor
1580,77,Anggota Inventor
1580,6,Anggota Inventor
1581,74,Ketua Inventor
1581,26,Anggota Inventor
1582,14,Ketua Inventor
1583,14,Ketua Inventor
1584,75,Ketua Inventor
1585,98,Ketua Inventor
1586,80,Ketua Inventor
1586,99,Anggota Inventor
1587,68,Ketua Inventor
1588,43,Ketua Inventor
1589,38,Ketua Inventor
1589,91,Anggota Inventor
1590,56,Ketua Inventor
1591,2,Ketua Inventor
1591,72,Anggota Inventor
1592,41,Ketua Inventor
1592,50,Anggota Inventor
1593,69,Ketua Inventor
1593,20,Anggota Inventor
1594,20,Ketua Inventor
1595,72,Ketua Inventor
1595,82,Anggota Inventor
1596,41,Ketua Inventor
1596,48,Anggota Inventor
1596,27,Anggota Inventor
1597,73,Ketua Inventor
1597,60,Anggota Inventor
1598,77,Ketua Inventor
1598,63,Anggota Inventor
1599,28,Ketua Inventor
1600,5,Ketua Inventor
1600,96,Anggota Inventor
1601,51,Ketua Inventor
1602,68,Ketua Inventor
1602,43,Anggota Inventor
1603,85,Ketua Inventor
1604,91,Ketua Inventor
1605,33,Ketua Inventor
1605,67,Anggota Inventor
1606,97,Ketua Inventor
1606,88,Anggota Inventor
1607,67,Ketua Inventor
1608,22,Ketua Inventor
1608,60,Anggota Inventor
1609,45,Ketua Inventor
1609,95,Anggota Inventor
1610,2,Ketua Inventor
1611,69,Ketua Inventor
1611,56,Anggota Inventor
1611,25,Anggota Inventor
1612,9,Ketua Inventor
1613,12,Ketua Inventor
1613,79,Anggota Inventor
1614,40,Ketua Inventor
1615,61,Ketua Inventor
1615,79,Anggota Inventor
1615,6,Anggota Inventor
1616,4,Ketua Inventor
1616,80,Anggota Inventor
1617,85,Ketua Inventor
1617,25,Anggota Inventor
1618,27,Ketua Inventor
1618,68,Anggota Inventor
1619,49,Ketua Inventor
1619,77,Anggota Inventor
1620,66,Ketua Inventor
1620,57,Anggota Inventor
1620,18,Anggota Inventor
1621,7,Ketua Inventor
1621,42,Anggota Inventor
1622,61,Ketua Inventor
1623,91,Ketua Inventor
1623,41,Anggota Inventor
1623,78,Anggota Inventor
1624,70,Ketua Inventor
1625,61,Ketua Inventor
1625,68,Anggota Inventor
1626,20,Ketua Inventor
1627,97,Ketua Inventor
1628,91,Ketua Inventor
1628,29,Anggota Inventor
1629,65,Ketua Inventor
1629,47,Anggota Inventor
1630,32,Ketua Inventor
1630,56,Anggota Inventor
1631,78,Ketua Inventor
1631,90,Anggota Inventor
1632,80,Ketua Inventor
1633,39,Ketua Inventor
1634,100,Ketua Inventor
1635,95,Ketua Inventor
1635,21,Anggota Inventor
1636,7,Ketua Inventor
1636,56,Anggota Inventor
1637,62,Ketua Inventor
1638,35,Ketua Inventor
1638,89,Anggota Inventor
1639,39,Ketua Inventor
1639,62,Anggota Inventor
1640,91,Ketua Inventor
1641,58,Ketua Inventor
1642,11,Ketua Inventor
1643,41,Ketua Inventor
1644,4,Ketua Inventor
1645,37,Ketua Inventor
1645,72,Anggota Inventor
1646,58,Ketua Inventor
1647,1,Ketua Inventor
1648,2,Ketua Inventor
1649,53,Ketua Inventor
1649,65,Anggota Inventor
1650,87,Ketua Inventor
1651,4,Ketua Inventor
1651,87,Anggota Inventor
1652,67,Ketua Inventor
1653,47,Ketua Inventor
1654,38,Ketua Inventor
1654,74,Anggota Inventor
1655,62,Ketua Inventor
1655,77,Anggota Inventor
1656,12,Ketua Inventor
1657,25,Ketua Inventor
1658,55,Ketua Inventor
1658,13,Anggota Inventor
1658,36,Anggota Inventor
1659,38,Ketua Inventor
1660,36,Ketua Inventor
1660,79,Anggota Inventor
1661,82,Ketua Inventor
1661,38,Anggota Inventor
1662,38,Ketua Inventor
1662,62,Anggota Inventor
1662,82,Anggota Inventor
1663,47,Ketua Inventor
1663,25,Anggota Inventor
1664,65,Ketua Inventor
1665,16,Ketua Inventor
1665,25,Anggota Inventor
1665,10,Anggota Inventor
1666,18,Ketua Inventor
1667,45,Ketua Inventor
1668,51,Ketua Inventor
1669,29,Ketua Inventor
1670,59,Ketua Inventor
1670,99,Anggota Inventor
1671,56,Ketua Inventor
1672,81,Ketua Inventor
1673,72,Ketua Inventor
1674,68,Ketua Inventor
1674,23,Anggota Inventor
1675,12,Ketua Inventor
1675,54,Anggota Inventor
1676,67,Ketua Inventor
1677,25,Ketua Inventor
1678,2,Ketua Inventor
1679,97,Ketua Inventor
1679,98,Anggota Inventor
1680,76,Ketua Inventor
1680,58,Anggota Inventor
1680,47,Anggota Inventor
1681,70,Ketua Inventor
1682,30,Ketua Inventor
1682,29,Anggota Inventor
1683,69,Ketua Inventor
1684,77,Ketua Inventor
1685,84,Ketua Inventor
1686,73,Ketua Inventor
1687,69,Ketua Inventor
1687,48,Anggota Inventor
1688,47,Ketua Inventor
1689,2,Ketua Inventor
1690,10,Ketua Inventor
1690,73,Anggota Inventor
1691,57,Ketua Inventor
1692,46,Ketua Inventor
1693,72,Ketua Inventor
1694,71,Ketua Inventor
1695,99,Ketua Inventor
1696,23,Ketua Inventor
1696,2,Anggota Inventor
1697,11,Ketua Inventor
1698,90,Ketua Inventor
1698,27,Anggota Inventor
1699,8,Ketua Inventor
1700,81,Ketua Inventor
1701,42,Ketua Inventor
1701,88,Anggota Inventor
1702,25,Ketua Inventor
1703,23,Ketua Inventor
1704,32,Ketua Inventor
1705,69,Ketua Inventor
1705,50,Anggota Inventor
1705,66,Anggota Inventor
1706,5,Ketua Inventor
1707,27,Ketua Inventor
1707,7,Anggota Inventor
1707,71,Anggota Inventor
1708,3,Ketua Inventor
1709,82,Ketua Inventor
1710,2,Ketua Inventor
1711,83,Ketua Inventor
1712,73,Ketua Inventor
1713,94,Ketua Inventor
1714,49,Ketua Inventor
1714,39,Anggota Inventor
1715,32,Ketua Inventor
1715,64,Anggota Inventor
1715,8,Anggota Inventor
1716,18,Ketua Inventor
1717,57,Ketua Inventor
1718,99,Ketua Inventor
1719,89,Ketua Inventor
1719,14,Anggota Inventor
1720,5,Ketua Inventor
1721,57,Ketua Inventor
1722,98,Ketua Inventor
1722,13,Anggota Inventor
1723,65,Ketua Inventor
1724,35,Ketua Inventor
1725,97,Ketua Inventor
1726,35,Ketua Inventor
1727,13,Ketua Inventor
1728,58,Ketua Inventor
1729,71,Ketua Inventor
1729,69,Anggota Inventor
1730,54,Ketua Inventor
1731,24,Ketua Inventor
1732,36,Ketua Inventor
1733,81,Ketua Inventor
1733,64,Anggota Inventor
1734,47,Ketua Inventor
1735,32,Ketua Inventor
1736,82,Ketua Inventor
1737,12,Ketua Inventor
1738,44,Ketua Inventor
1738,64,Anggota Inventor
1738,84,Anggota Inventor
1739,11,Ketua Inventor
1740,35,Ketua Inventor
1741,81,Ketua Inventor
1741,22,Anggota Inventor
1741,51,Anggota Inventor
1742,83,Ketua Inventor
1742,10,Anggota Inventor
1743,21,Ketua Inventor
1744,86,Ketua Inventor
1745,69,Ketua Inventor
1746,25,Ketua Inventor
1747,2,Ketua Inventor
1747,56,Anggota Inventor
1748,10,Ketua Inventor
1749,18,Ketua Inventor
1750,38,Ketua Inventor
1750,58,Anggota Inventor
1751,4,Ketua Inventor
1752,71,Ketua Inventor
1753,63,Ketua Inventor
1754,3,Ketua Inventor
1755,80,Ketua Inventor
1756,3,Ketua Inventor
1757,64,Ketua Inventor
1758,89,Ketua Inventor
1759,94,Ketua Inventor
1760,55,Ketua Inventor
1761,87,Ketua Inventor
1762,29,Ketua Inventor
1762,84,Anggota Inventor
1762,78,Anggota Inventor
1763,77,Ketua Inventor
1764,62,Ketua Inventor
1765,3,Ketua Inventor
1766,2,Ketua Inventor
1767,38,Ketua Inventor
1768,85,Ketua Inventor
1769,94,Ketua Inventor
1770,87,Ketua Inventor
1771,80,Ketua Inventor
1772,39,Ketua Inventor
1773,81,Ketua Inventor
1773,53,Anggota Inventor
1773,79,Anggota Inventor
1774,57,Ketua Inventor
1775,4,Ketua Inventor
1776,52,Ketua Inventor
1777,77,Ketua Inventor
1778,57,Ketua Inventor
1778,23,Anggota Inventor
1779,30,Ketua Inventor
1779,87,Anggota Inventor
1780,13,Ketua Inventor
1781,14,Ketua Inventor
1782,44,Ketua Inventor
1782,21,Anggota Inventor
1783,21,Ketua Inventor
1784,76,Ketua Inventor
1785,84,Ketua Inventor
1786,1,Ketua Inventor
1786,4,Anggota Inventor
1786,40,Anggota Inventor
1787,91,Ketua Inventor
1787,12,Anggota Inventor
1787,75,Anggota Inventor
1788,60,Ketua Inventor
1788,75,Anggota Inventor
1789,25,Ketua Inventor
1790,30,Ketua Inventor
1790,54,Anggota Inventor
1790,60,Anggota Inventor
1791,45,Ketua Inventor
1792,6,Ketua Inventor
1793,27,Ketua Inventor
1794,42,Ketua Inventor
1794,95,Anggota Inventor
1795,43,Ketua Inventor
1796,23,Ketua Inventor
1797,69,Ketua Inventor
1798,50,Ketua Inventor
1798,21,Anggota Inventor
1799,62,Ketua Inventor
1800,30,Ketua Inventor
1800,74,Anggota Inventor
1801,48,Ketua Inventor
1802,56,Ketua Inventor
1802,39,Anggota Inventor
1803,38,Ketua Inventor
1803,40,Anggota Inventor
1804,74,Ketua Inventor
1804,70,Anggota Inventor
1805,100,Ketua Inventor
1805,21,Anggota Inventor
1806,30,Ketua Inventor
1806,6,Anggota Inventor
1807,69,Ketua Inventor
1807,11,Anggota Inventor
1808,12,Ketua Inventor
1808,39,Anggota Inventor
1809,59,Ketua Inventor
1809,51,Anggota Inventor
1810,28,Ketua Inventor
1811,94,Ketua Inventor
1811,99,Anggota Inventor
1812,3,Ketua Inventor
1813,19,Ketua Inventor
1813,73,Anggota Inventor
1813,39,Anggota Inventor
1814,52,Ketua Inventor
1814,30,Anggota Inventor
1815,19,Ketua Inventor
1816,33,Ketua Inventor
1816,61,Anggota Inventor
1817,89,Ketua Inventor
1818,50,Ketua Inventor
1819,13,Ketua Inventor
1820,77,Ketua Inventor
1821,98,Ketua Inventor
1822,59,Ketua Inventor
1822,16,Anggota Inventor
1822,5,Anggota Inventor
1823,30,Ketua Inventor
1823,86,Anggota Inventor
1823,99,Anggota Inventor
1824,50,Ketua Inventor
1825,62,Ketua Inventor
1826,37,Ketua Inventor
1827,88,Ketua Inventor
1827,17,Anggota Inventor
1827,73,Anggota Inventor
1828,47,Ketua Inventor
1829,73,Ketua Inventor
1829,38,Anggota Inventor
1830,70,Ketua Inventor
1830,7,Anggota Inventor
1831,33,Ketua Inventor
1831,12,Anggota Inventor
1832,99,Ketua Inventor
1832,7,Anggota Inventor
1832,32,Anggota Inventor
1833,12,Ketua Inventor
1834,70,Ketua Inventor
1834,49,Anggota Inventor
1835,28,Ketua Inventor
1836,21,Ketua Inventor
1836,35,Anggota Inventor
1837,76,Ketua Inventor
1838,68,Ketua Inventor
1839,35,Ketua Inventor
1839,23,Anggota Inventor
1839,94,Anggota Inventor
1840,39,Ketua Inventor
1841,79,Ketua Inventor
1841,64,Anggota Inventor
1841,25,Anggota Inventor
1842,86,Ketua Inventor
1843,58,Ketua Inventor
1843,98,Anggota Inventor
1844,49,Ketua Inventor
1845,56,Ketua Inventor
1845,84,Anggota Inventor
1846,78,Ketua Inventor
1847,1,Ketua Inventor
1848,51,Ketua Inventor
1848,38,Anggota Inventor
1849,69,Ketua Inventor
1850,59,Ketua Inventor
1850,25,Anggota Inventor
1850,51,Anggota Inventor
1851,80,Ketua Inventor
1852,59,Ketua Inventor
1853,8,Ketua Inventor
1854,72,Ketua Inventor
1854,15,Anggota Inventor
1855,94,Ketua Inventor
1856,15,Ketua Inventor
1856,81,Anggota Inventor
1856,12,Anggota Inventor
1857,30,Ketua Inventor
1858,66,Ketua Inventor
1859,56,Ketua Inventor
1860,81,Ketua Inventor
1861,83,Ketua Inventor
1862,26,Ketua Inventor
1863,19,Ketua Inventor
1864,98,Ketua Inventor
1864,77,Anggota Inventor
1864,46,Anggota Inventor
1865,74,Ketua Inventor
1865,26,Anggota Inventor
1866,20,Ketua Inventor
1867,47,Ketua Inventor
1868,60,Ketua Inventor
1868,10,Anggota Inventor
1869,18,Ketua Inventor
1870,80,Ketua Inventor
1871,8,Ketua Inventor
1872,80,Ketua Inventor
1873,25,Ketua Inventor
1873,18,Anggota Inventor
1874,18,Ketua Inventor
1875,22,Ketua Inventor
1876,61,Ketua Inventor
1877,59,Ketua Inventor
1878,12,Ketua Inventor
1879,13,Ketua Inventor
1879,77,Anggota Inventor
1880,76,Ketua Inventor
1880,34,Anggota Inventor
1881,91,Ketua Inventor
1882,40,Ketua Inventor
1883,73,Ketua Inventor
1884,30,Ketua Inventor
1884,52,Anggota Inventor
1884,36,Anggota Inventor
1885,24,Ketua Inventor
1885,11,Anggota Inventor
1886,28,Ketua Inventor
1887,67,Ketua Inventor
1888,99,Ketua Inventor
1888,98,Anggota Inventor
1889,85,Ketua Inventor
1890,5,Ketua Inventor
1890,72,Anggota Inventor
1891,97,Ketua Inventor
1891,60,Anggota Inventor
1892,69,Ketua Inventor
1893,99,Ketua Inventor
1894,39,Ketua Inventor
1895,88,Ketua Inventor
1895,64,Anggota Inventor
1896,21,Ketua Inventor
1897,42,Ketua Inventor
1898,61,Ketua Inventor
1899,46,Ketua Inventor
1900,68,Ketua Inventor
1901,98,Ketua Inventor
1902,98,Ketua Inventor
1902,8,Anggota Inventor
1902,84,Anggota Inventor
1903,64,Ketua Inventor
1903,90,Anggota Inventor
1904,25,Ketua Inventor
1904,48,Anggota Inventor
1905,98,Ketua Inventor
1905,84,Anggota Inventor
1906,82,Ketua Inventor
1906,75,Anggota Inventor
1907,40,Ketua Inventor
1908,35,Ketua Inventor
1908,70,Anggota Inventor
1909,56,Ketua Inventor
1909,69,Anggota Inventor
1910,82,Ketua Inventor
1911,4,Ketua Inventor
1911,52,Anggota Inventor
1911,87,Anggota Inventor
1912,8,Ketua Inventor
1913,72,Ketua Inventor
1913,31,Anggota Inventor
1914,96,Ketua Inventor
1915,49,Ketua Inventor
1916,47,Ketua Inventor
1916,55,Anggota Inventor
1916,98,Anggota Inventor
1917,92,Ketua Inventor
1918,73,Ketua Inventor
1918,31,Anggota Inventor
1919,64,Ketua Inventor
1920,62,Ketua Inventor
1921,17,Ketua Inventor
1922,43,Ketua Inventor
1923,72,Ketua Inventor
1923,88,Anggota Inventor
1924,13,Ketua Inventor
1925,28,Ketua Inventor
1925,69,Anggota Inventor
1926,83,Ketua Inventor
1927,30,Ketua Inventor
1927,12,Anggota Inventor
1928,74,Ketua Inventor
1929,31,Ketua Inventor
1929,50,Anggota Inventor
1929,52,Anggota Inventor
1930,31,Ketua Inventor
1930,12,Anggota Inventor
1931,63,Ketua Inventor
1931,19,Anggota Inventor
1932,91,Ketua Inventor
1933,52,Ketua Inventor
1934,84,Ketua Inventor
1935,14,Ketua Inventor
1936,60,Ketua Inventor
1937,35,Ketua Inventor
1937,64,Anggota Inventor
1937,3,Anggota Inventor
1938,55,Ketua Inventor
1939,83,Ketua Inventor
1940,47,Ketua Inventor
1941,9,Ketua Inventor
1942,47,Ketua Inventor
1943,35,Ketua Inventor
1944,17,Ketua Inventor
1945,30,Ketua Inventor
1945,94,Anggota Inventor
1945,64,Anggota Inventor
1946,71,Ketua Inventor
1947,60,Ketua Inventor
1948,48,Ketua Inventor
1949,41,Ketua Inventor
1950,49,Ketua Inventor
1951,57,Ketua Inventor
1951,78,Anggota Inventor
1952,50,Ketua Inventor
1953,94,Ketua Inventor
1953,85,Anggota Inventor
1954,9,Ketua Inventor
1955,100,Ketua Inventor
1955,85,Anggota Inventor
1955,70,Anggota Inventor
1956,27,Ketua Inventor
1957,100,Ketua Inventor
1957,49,Anggota Inventor
1958,83,Ketua Inventor
1959,86,Ketua Inventor
1960,1,Ketua Inventor
1961,93,Ketua Inventor
1961,30,Anggota Inventor
1962,24,Ketua Inventor
1963,27,Ketua Inventor
1963,23,Anggota Inventor
1964,2,Ketua Inventor
1965,75,Ketua Inventor
1965,89,Anggota Inventor
1966,78,Ketua Inventor
1967,15,Ketua Inventor
1968,26,Ketua Inventor
1968,97,Anggota Inventor
1969,67,Ketua Inventor
1969,76,Anggota Inventor
1970,74,Ketua Inventor
1971,97,Ketua Inventor
1972,54,Ketua Inventor
1973,11,Ketua Inventor
1974,43,Ketua Inventor
1974,37,Anggota Inventor
1975,53,Ketua Inventor
1976,34,Ketua Inventor
1977,8,Ketua Inventor
1977,35,Anggota Inventor
1978,38,Ketua Inventor
1979,6,Ketua Inventor
1980,43,Ketua Inventor
1981,84,Ketua Inventor
1982,75,Ketua Inventor
1982,97,Anggota Inventor
1983,45,Ketua Inventor
1983,55,Anggota Inventor
1983,73,Anggota Inventor
1984,31,Ketua Inventor
1984,44,Anggota Inventor
1985,52,Ketua Inventor
1985,83,Anggota Inventor
1986,74,Ketua Inventor
1987,44,Ketua Inventor
1988,82,Ketua Inventor
1989,47,Ketua Inventor
1989,35,Anggota Inventor
1989,50,Anggota Inventor
1990,38,Ketua Inventor
1991,15,Ketua Inventor
1991,57,Anggota Inventor
1992,4,Ketua Inventor
1992,80,Anggota Inventor
1993,2,Ketua Inventor
1994,15,Ketua Inventor
1994,7,Anggota Inventor
1994,9,Anggota Inventor
1995,23,Ketua Inventor
1996,84,Ketua Inventor
1996,97,Anggota Inventor
1996,39,Anggota Inventor
1997,98,Ketua Inventor
1998,66,Ketua Inventor
1999,93,Ketua Inventor
2000,73,Ketua Inventor
2000,71,Anggota Inventor
2001,5,Ketua Inventor
2002,3,Ketua Inventor
2002,4,Anggota Inventor
2002,57,Anggota Inventor
2003,13,Ketua Inventor
2003,23,Anggota Inventor
2003,16,Anggota Inventor
2004,39,Ketua Inventor
2005,16,Ketua Inventor
2005,5,Anggota Inventor
2006,83,Ketua Inventor
2006,42,Anggota Inventor
2006,19,Anggota Inventor
2007,72,Ketua Inventor
2007,15,Anggota Inventor
2008,20,Ketua Inventor
2009,32,Ketua Inventor
2010,19,Ketua Inventor
2010,43,Anggota Inventor
2011,66,Ketua Inventor
2011,4,Anggota Inventor
2011,72,Anggota Inventor
2012,96,Ketua Inventor
2012,95,Anggota Inventor
2013,6,Ketua Inventor
2014,38,Ketua Inventor
2015,57,Ketua Inventor
2015,94,Anggota Inventor
2016,33,Ketua Inventor
2016,47,Anggota Inventor
2016,75,Anggota Inventor
2017,58,Ketua Inventor
2018,89,Ketua Inventor
2019,78,Ketua Inventor
2020,78,Ketua Inventor
2021,44,Ketua Inventor
2021,4,Anggota Inventor
2022,25,Ketua Inventor
2022,48,Anggota Inventor
2023,99,Ketua Inventor
2024,66,Ketua Inventor
2024,12,Anggota Inventor
2025,62,Ketua Inventor
2025,19,Anggota Inventor
2026,7,Ketua Inventor
2027,98,Ketua Inventor
2027,26,Anggota Inventor
2028,33,Ketua Inventor
2029,38,Ketua Inventor
2030,100,Ketua Inventor
2030,11,Anggota Inventor
2031,31,Ketua Inventor
2032,16,Ketua Inventor
2033,18,Ketua Inventor
2034,67,Ketua Inventor
2034,17,Anggota Inventor
2035,48,Ketua Inventor
